inst_time,click_time,reftag,impact_click_id,os_name,app_name,app_version,sdk_version,sig_version
"2025-09-04T08:20:38Z","2025-09-04T08:18:31Z","ctVpmLp98DeAC","TIMV4JUtqxycThq06y1uKQUbUkpz9E1l33oS2c0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","8956245fe7e5765c9ef8cecab4bebf12"
"2025-09-04T14:29:20Z","2025-09-04T14:28:39Z","cIyHwxvV7OIQm","y3jXspUvDxycW55S6dWi51FtUkpz-Kxlw0SVzA0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","27e9e4556f9098e93883c21bab8a24fa"
"2025-09-04T14:34:18Z","2025-09-04T14:33:41Z","cW4axfQBasfee","2m1TxVUvAxycUY80Q-Spo2T4Ukpz-cwTQVWEU00","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","5c8223c616dcac2f3e733137ae6ca9d9"
"2025-09-04T14:39:29Z","2025-09-04T14:34:11Z","c7HYHnFolbYh2","zHRVJdUvAxycTZjxiGT3z3I0Ukpz-c3RRWk2wY0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","5f7edce81e766d3c97d48d83cd35e11e"
"2025-09-04T16:10:53Z","2025-09-04T15:47:42Z","cIwcAEj3Ut7n1","yYiwqJUvvxycTSQUq6T0OTFaUkpz6xRdu30C1o0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","96eb50b98309b0f21f607ccb4f1c8448"
"2025-09-04T01:07:46Z","2025-09-04T01:05:34Z","cr4gcrbK2EYPO","wzC2jFUoLxycTt6V1O36c1gLUkpz7eVZwQp92I0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","82b6670c5b9ba0aed4300fbe95f3f457"
"2025-09-04T16:22:55Z","2025-09-04T16:22:19Z","cEn8FEGhoPQ0o","11g0o-UvLxycW55S6dWi51FtUkpz6RTpw0pGSw0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","d6ece86991eca6f4276b1e4bed860be2"
"2025-09-04T16:12:57Z","2025-09-04T16:12:11Z","c1itXnK3m3PjH","Xsezb4UvJxycUGeVwdWb3SqoUkpz6y1MERL22U0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","9adf1bce38345752d9a749f742cc415b"
"2025-09-04T00:49:22Z","2025-09-04T00:45:41Z","cNEmqIwwIqUv3","yIhVOzUoMxycTSQUq6T0OTFaUkpz7PzhzWd7RI0","android","com.catdaddy.cat22","4.5.0.11129879","android5.4.0","3.35.2","first","09309feb1268b89899a0a6a22641c4a7"
"2025-09-04T09:29:43Z","2025-09-04T09:29:05Z","cRIQjAsfIzAah","RC4w4TUtZxycTSQUq6T0OTFaUkpz9MV93TYsxY0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","07bf13efa8dfd3e1628266014dff5786"
"2025-09-04T09:48:24Z","2025-09-04T09:47:31Z","cLctQLDYp6kfY","2Phw:SUtYxycUFx336UCezPUUkpz9Nz1r0JKxg0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","893451b4095af1d4d9d0dd5bd042f247"
"2025-09-04T09:57:40Z","2025-09-04T09:55:11Z","cirLMpqhvSQbm","zaVQi2UtdxycUGeVwdWb3SqoUkpz9PS8KTZnUE0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","3b62d40e01aaddcd652c6aa08365e6f4"
"2025-09-04T15:02:00Z","2025-09-04T14:59:58Z","c4Y8P5AlF1h7o","Vx:1J4UvCxycTZjxiGT3z3I0Ukpz-f3NuTOeRw0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","22abf77dc226039efda3d6bd32a72ff3"
"2025-09-04T15:47:23Z","2025-09-04T15:46:35Z","cAxVNcbTaFpoi","1jzQfMUvvxycUGeVwdWb3SqoUkpz6x1oYyFqzU0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","b5b6cf52e4a3a9ac1c8ab28dcfa89406"
"2025-09-04T04:59:04Z","2025-09-04T04:58:19Z","cKxw2udQLLTdP","QjZzEgUtTxycTZjxiGT3z3I0Ukpz4J3OIV8SxE0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","98262f5e220140d88570c7477c331ab6"
"2025-09-04T04:59:04Z","2025-09-04T04:56:39Z","cTp27TvWGtcB0","UrMTl6UtTxycRnCXNUVjhTz:Ukpz4J0lwTeMTM0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","8210cbd55f1567a9cccf2778a21f8ee2"
"2025-09-04T14:34:57Z","2025-09-04T14:33:50Z","cAxUYrVQGHWb6","2LxRNtUvAxycTHRxFPXC4RExUkpz-cwZU10e1k0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","63139c79966db341202fd725bd3a4b1e"
"2025-09-04T14:35:36Z","2025-09-04T14:34:49Z","ccVnY8MJp0A7Y","w5Hx--UvAxycW55S6dWi51FtUkpz-cUsiXVZWI0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","d6044f52fc73a06937787016985f574d"
"2025-09-04T14:35:38Z","2025-09-04T14:34:23Z","c2Mcr5C9cEpTG","z5IVLvUvAxycRnCXNUVjhTz:Ukpz-c3YEVTd2o0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","c9ef39cd8c523a17ca1c649153eda978"
"2025-09-04T05:08:04Z","2025-09-04T04:56:36Z","c6nSjzxZYAL3A","UHxSqzUtTxycR1F3t:zL4ylEUkpz4J0UExaOSA0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","89274e95934c1c8a0e44ac915f4d2ab8"
"2025-09-04T19:09:23Z","2025-09-04T19:06:19Z","cPzZKlKB9ccWZ","zb6XpPUq2xycThq06y1uKQUbUkpz6c2METvUSk0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","0a3687229ff5dcd799c3ae68b2a2abe0"
"2025-09-04T05:56:10Z","2025-09-04T05:54:18Z","c6LkUTwjZa6JV","RFf0kmUtjxycThq06y1uKQUbUkpz4fUovxgM1s0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","93173356583d3afd6555e22ded7ed082"
"2025-09-04T05:05:17Z","2025-09-04T05:03:47Z","csDqao5FeT3Bf","UCNRATUtQxycThq06y1uKQUbUkpz4OT3m0c22A0","android","com.catdaddy.cat22","4.5.0.11238719","android5.4.0","3.35.2","first","d6876ebd44284432d029082f6f41df71"
